Price,Close,High,Low,Open,Volume
Ticker,LUPIN.NS,LUPIN.NS,LUPIN.NS,LUPIN.NS,LUPIN.NS
Date,,,,,
2021-03-24,985.77978515625,1000.4339862705972,978.3309119426216,982.3230819888348,1513475
2021-03-25,966.1595458984375,994.1049132566889,957.7857000865483,984.8060350814404,1449925
2021-03-26,953.2092895507812,977.6006075646185,949.363139816238,977.6006075646185,4302151
2021-03-30,979.4507446289062,983.2968352170781,959.1002684600246,963.8714509280327,1875760
2021-03-31,993.6181030273438,997.2694403747339,978.3309099654149,988.21404768244,1332484
2021-04-01,999.995849609375,1007.7367631210324,992.3035500710349,1005.8380843685339,1089119
2021-04-05,1001.8945922851562,1004.280242947032,980.7652227689883,999.9959134115174,754402
2021-04-06,1014.504150390625,1019.616106110701,1002.186747597755,1002.186747597755,1688797
2021-04-07,1007.006591796875,1023.4136312606053,1004.8644863662964,1017.5226630356393,1891891
2021-04-08,1021.7095947265625,1029.1583493816868,1006.8118476951595,1007.0065413206955,1219057
2021-04-09,1051.0667724609375,1058.4182994539997,1018.2529316044345,1021.4174757380366,3350515
2021-04-12,1017.6686401367188,1071.0276466338767,1008.7592082990291,1049.6548518787195,3872497
2021-04-13,1008.7592163085938,1030.8622905888872,995.2246818157366,1022.3910976100613,1528367
2021-04-15,1022.4398193359375,1028.9636006293877,993.2285860055985,993.4233390509892,1780723
2021-04-16,1028.087158203125,1041.037491792025,1016.0619163623243,1026.2858263975945,1745500
2021-04-19,1036.6558837890625,1044.5428768451432,1001.6510896364751,1017.5225414152176,2241444
2021-04-20,1061.1446533203125,1070.1026993465912,1035.19536936841,1047.7074654203204,3814733
2021-04-22,1032.8585205078125,1077.7950710029415,1029.2071234284779,1071.0764766048492,5134587
2021-04-23,1047.950927734375,1055.1076420053234,1009.3434667639616,1018.4963255843496,4659292
2021-04-26,1034.6112060546875,1052.4786847612006,1028.8663177254107,1046.6850635948351,2024621
2021-04-27,1038.5059814453125,1044.7376035543293,1023.4621553319394,1039.9178073286364,1349263
2021-04-28,1027.016357421875,1046.2957829011225,1023.462306909212,1041.8653732556588,1483859
2021-04-29,1027.7464599609375,1036.8993181467254,1021.6120659479706,1032.1281360100365,1468236
2021-04-30,1041.37841796875,1054.4261002736205,1017.5226243827431,1017.5226243827431,1822879
2021-05-03,1044.640380859375,1054.426172977918,1032.4690567619768,1039.917930881702,1472210
2021-05-04,1030.132080078125,1049.5088507094356,1021.9043130012418,1049.5088507094356,1639164
2021-05-05,1168.933837890625,1177.2103373675682,1040.8427896179394,1049.752221650528,26466899
2021-05-06,1166.7916259765625,1187.1419806830181,1139.7225590879168,1178.0865886934887,9044946
2021-05-07,1165.087890625,1208.369072135079,1158.7100691706237,1163.4812520510911,6631281
2021-05-10,1190.4041748046875,1208.904586581669,1173.8024419553217,1196.6845302057986,4876282
2021-05-11,1165.86669921875,1214.016525787863,1161.6311024580139,1187.8238141229385,3814186
2021-05-12,1180.3748779296875,1194.3475326465734,1162.0205470315818,1180.0827186400434,3613876
2021-05-14,1147.463623046875,1201.358337480425,1135.3410326354365,1178.184090470736,5406128
2021-05-17,1157.88232421875,1162.604773773941,1139.2358335975805,1162.604773773941,2610218
2021-05-18,1155.69140625,1169.420633883176,1150.9689570210035,1164.552105016052,1888387
2021-05-19,1175.1168212890625,1187.2881437924927,1154.328226225318,1158.6125555186397,2944046
2021-05-20,1172.6339111328125,1187.9210442398687,1165.9639314926833,1185.6814734155173,1837382
2021-05-21,1182.6143798828125,1185.8762704109208,1173.8022951991811,1178.768170809495,1248152
2021-05-24,1167.278564453125,1205.0582783020016,1164.1626345664547,1182.6630448277735,3053876
2021-05-25,1179.20654296875,1185.8764044149636,1159.7810395201868,1177.8919449540458,1714228
2021-05-26,1164.50341796875,1187.2881577348473,1161.9231926561802,1186.557878376066,1187994
2021-05-27,1171.7088623046875,1175.2141794474162,1156.7625018982346,1172.2444480442398,2727038
2021-05-28,1177.1129150390625,1179.8392198460972,1159.245438145489,1171.7088005360044,1128334
2021-05-31,1187.434326171875,1192.6923617203981,1163.140411897339,1176.2367084998975,1983470
2021-06-01,1177.4049072265625,1192.6921583228375,1168.446862160887,1188.8946822487023,1062305
2021-06-02,1214.4547119140625,1234.3183365064217,1179.1578722212305,1179.9368845035137,7160455
2021-06-03,1199.9951171875,1221.8547660463648,1194.2502288818314,1221.8547660463648,1723616
2021-06-04,1199.1187744140625,1211.2900977434786,1190.8422745500595,1210.8032448103017,1507257
2021-06-07,1201.1148681640625,1205.155652249996,1190.9883038103367,1199.5568437553552,1039414
2021-06-08,1203.889892578125,1210.0241678918992,1186.363187920645,1202.4293338566683,1034753
2021-06-09,1187.77490234375,1225.700811568201,1182.3709068978271,1204.4739792641078,2217064
2021-06-10,1196.48974609375,1210.316321042525,1188.8947932364626,1188.8947932364626,1049039
2021-06-11,1197.9989013671875,1207.297839255692,1192.7895991349164,1197.6581281109773,1161116
2021-06-14,1161.2901611328125,1173.802255974782,1142.2541665920658,1158.7098171795858,2902671
2021-06-15,1155.253173828125,1168.3008550374586,1151.9912832409336,1161.2902209736276,1221666
2021-06-16,1145.9056396484375,1161.825705604773,1142.449055396829,1158.7098946088765,940258
2021-06-17,1132.1763916015625,1150.4821077436047,1122.6827602808871,1140.2094642575184,1287180
2021-06-18,1125.21435546875,1142.0595127056617,1111.0956219112973,1134.3672134091432,1379262
2021-06-21,1126.1395263671875,1132.9554671840658,1107.6877295537217,1119.7617056300212,954168
2021-06-22,1128.4764404296875,1135.243767961941,1122.5368580266975,1131.5436378823933,889616
2021-06-23,1124.0947265625,1142.936030779959,1121.222341707223,1130.4725477395448,1244350
2021-06-24,1109.7325439453125,1128.1356088503167,1101.6021236190363,1124.0947056760053,1157636
2021-06-25,1122.0498046875,1130.1316100103654,1104.1823278285256,1118.2037144936994,855782
2021-06-28,1133.636962890625,1138.6028386338576,1124.776263998101,1127.6486485264754,1302737
2021-06-29,1130.6671142578125,1143.3740223441664,1124.970959166215,1125.652624534625,833000
2021-06-30,1118.88525390625,1134.3671991082524,1115.4772837801736,1129.4013235537973,1016310
2021-07-01,1116.0615234375,1123.6077432727018,1109.5377422209726,1117.814241395065,821431
2021-07-02,1129.9854736328125,1136.3145607320052,1118.8365908253813,1121.660242288881,1226125
2021-07-05,1127.4539794921875,1135.3409727693281,1119.7616798325278,1133.3448283175717,744320
2021-07-06,1110.5601806640625,1125.4578078587317,1108.0771833679996,1124.6301817135673,826502
2021-07-07,1117.814208984375,1123.607710694031,1103.2086226300496,1109.7324036574219,1093022
2021-07-08,1110.1220703125,1126.9672298887162,1106.1298999036264,1119.7617824728613,772404
2021-07-09,1117.6683349609375,1120.2486794636754,1107.8826616196545,1110.122113956293,619863
2021-07-12,1120.491943359375,1125.506551974679,1115.8668408341027,1117.814252423691,461720
2021-07-13,1134.464599609375,1139.2357817838317,1120.638024844774,1125.6039006342817,1269535
2021-07-14,1140.988525390625,1144.006989655141,1127.746031173722,1136.8015428278434,722071
2021-07-15,1131.2513427734375,1146.9279809510504,1129.1091188925425,1145.0779163277284,852834
2021-07-16,1148.7293701171875,1150.871475244508,1130.8131603648612,1131.2513992731085,989827
2021-07-19,1155.447998046875,1160.2191801840893,1139.2357728913078,1145.954366606114,804486
2021-07-20,1143.130615234375,1160.219199658811,1135.827821695825,1159.6836139217553,941996
2021-07-22,1148.4373779296875,1153.3546402762809,1140.209610606606,1146.0518460153503,874999
2021-07-23,1150.141357421875,1154.8151932693906,1145.1268671432779,1148.43737210297,828212
2021-07-26,1140.9398193359375,1160.1705096981177,1137.6779285402906,1147.0254808429565,756766
2021-07-27,1088.4090576171875,1148.479110314994,1072.3511811243422,1145.1011342568113,2687649
2021-07-28,1079.9395751953125,1094.626636571686,1065.693197374397,1088.4091378270768,1356732
2021-07-29,1063.2452392578125,1086.8424247554408,1055.0694665438764,1080.478032178044,1395326
2021-07-30,1084.2967529296875,1104.0752800943328,1058.3496124933847,1067.2597387007527,1455348
2021-08-02,1100.795166015625,1103.4877937288054,1087.821596124847,1091.542365865228,1133501
2021-08-03,1120.3289794921875,1125.5184555875069,1102.6556209120042,1108.3835508699938,1528382
2021-08-04,1128.162109375,1134.6733972488917,1116.853143669032,1130.854737332175,1152007
2021-08-05,1121.4061279296875,1135.11405172405,1114.1114824820927,1128.1620804665924,775351
2021-08-06,1126.8402099609375,1131.4911124337723,1118.7134415646728,1123.119559696832,417014
2021-08-09,1110.048095703125,1132.2745878616236,1094.675685319798,1130.3651980916634,1073469
2021-08-10,1096.535888671875,1127.4766035176176,1086.8914101496307,1115.1883825651948,1482725
2021-08-11,1028.82861328125,1068.2388932570486,1013.7988782386793,1057.4193772803367,6367364
2021-08-12,955.589111328125,1011.4488853477791,952.7985340158253,1008.511473289654,9765212
2021-08-13,956.4703369140625,969.2970725988829,933.9012319939526,967.3877427332329,5364503
2021-08-16,947.4132690429688,964.3523928838221,938.5031431276973,956.4702894643889,2287661
2021-08-17,954.0224609375,963.7648896027254,949.4695080795234,954.6589241249707,3133363
2021-08-18,952.5047607421875,959.5545613082404,944.8675016963796,959.1139375675249,1850713
2021-08-20,907.2686767578125,947.5602040429172,901.7855313082167,943.8394939334199,3344255
2021-08-23,906.2894897460938,920.976549712345,895.8617130271352,916.4725418940812,2703012
2021-08-24,920.1932983398438,923.5223893386205,896.6450562886637,912.5560387234884,3109401
2021-08-25,921.1724853515625,926.2640119573892,913.7310647627584,924.1098976516388,1502010
2021-08-26,917.892333984375,925.0400247903843,914.5632430415094,925.0400247903843,1356807
2021-08-27,920.487060546875,927.7327013273995,913.1435299295077,917.8923822524883,2000385
2021-08-30,932.6283569335938,936.0553377727199,922.3474144162155,922.3474144162155,885514
2021-08-31,937.8667602539062,939.8740397880731,927.5858172736216,934.4887839412573,1286167
2021-09-01,942.1749877929688,945.3082395072811,930.1805543292495,940.9510660109565,1069926
2021-09-02,947.6090698242188,953.5818432291766,943.2029519610294,943.790470199867,1376857
2021-09-03,949.2247314453125,952.6027673104593,943.8884208481157,952.6027673104593,497046
2021-09-06,961.4639282226562,974.045819205734,947.6580557960853,954.6589117200863,1827279
2021-09-07,968.954345703125,970.8147306650969,957.6942656197679,965.4294749730566,679480
2021-09-08,961.6597900390625,969.394939390413,952.945443557754,969.3459944743656,1616070
2021-09-09,961.3170776367188,963.4711918472747,953.7777077806751,959.5546422869198,1039035
2021-09-13,963.569091796875,966.3107243273472,955.687047676278,961.0233584606414,694262
2021-09-14,962.1494140625,969.4439400653746,958.6244834773161,963.9607943930516,660129
2021-09-15,968.70947265625,974.2416223562587,962.4919746494496,966.9470374525883,1189843
2021-09-16,947.90283203125,964.4502769310304,937.4750552494313,959.5545902461014,2960830
2021-09-17,931.1106567382812,947.8049362771668,924.158745832061,947.8049362771668,2486651
2021-09-20,914.26953125,922.2495248250693,892.9732931726908,901.7855296184739,3490753
2021-09-21,910.6956787109375,917.4028058086581,895.2253196264987,910.5977888749201,1707370
2021-09-22,920.38916015625,924.3057097739361,910.304056843069,910.6956759477549,1577549
2021-09-23,920.7318115234375,928.2222363863397,910.597763543561,928.2222363863397,1054360
2021-09-24,906.8770141601562,927.2430588326312,903.5479233071458,923.3265094817014,1085830
2021-09-27,916.6195068359375,921.1724599182663,895.9596717053957,908.2968388821744,1699656
2021-09-28,929.1034545898438,933.7543569986901,908.6394600861992,920.389108276969,2237837
2021-09-29,927.7815551757812,943.9373209481566,925.2847669633195,935.0761401586985,3389317
2021-09-30,931.7470703125,940.8530953983384,926.4597645252204,931.0617219828569,1396059
2021-10-01,946.2384033203125,947.8049992490604,923.3265643510991,926.2639765388545,1266634
2021-10-04,941.2937622070312,958.3797226356501,938.6501389055373,949.6654352011188,1600549
2021-10-05,943.6436767578125,946.8258733331306,935.0762244396482,943.7905712737029,723349
